bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Sedán,Chevrolet,Chía,Negro,4,Gasolina,102631,Sonic,,37800000,Cundinamarca,Automática,2013
Hatchback,Volkswagen,Usaquén,Plateado,5,Gasolina,82650,Gol,1.6,35900000,Bogotá D.C.,Mecánica,2013
Camioneta,Toyota,Chapinero,Gris,5,Diésel,226000,Prado,,120000000,Bogotá D.C.,Automática,2013
Camioneta,Toyota,Medellín,Blanco,5,Gasolina y gas,107400,Prado,4.0,144900000,Antioquia,Automática,2013
Camioneta,Toyota,Barranquilla,Blanco,5,Gasolina,136000,Fortuner,2700,95000000,Atlántico,Automática,2013
Furgón,Nissan,Ubaque,Rojo,3,Gasolina,113927,Frontier,,47800000,Cundinamarca,Mecánica,2013
,,Barrios Unidos,,,,,,,32500000,Bogotá D.C.,,
Hatchback,Fiat,Medellín,Blanco,5,Gasolina,119500,500,1.4,34900000,Antioquia,Mecánica,2013
Camioneta,Toyota,Medellín,Blanco,5,Diésel,94500,Prado,3.0,146900000,Antioquia,Mecánica,2013
Camioneta,Ford,Dosquebradas,Plateado,5,Gasolina,103000,Escape,2.0,59900000,Risaralda,Automática,2013
Station Wagon,Toyota,Medellín,GRIS ACERO OSCURO MICA,4,Diésel,200000,Prado,,140000000,Antioquia,Automática,2013
Camioneta,Hyundai,Barranquilla,Negro,5,Diésel,164000,Santa Fe,2.2,52000000,Atlántico,Automática,2013
Coupé,Hyundai,Engativa,Verde,3,Gasolina,77000,Veloster,1600,42000000,Bogotá D.C.,Automática,2013
Sedán,Volvo,Engativa,Blanco,4,Gasolina,63177,S60,2.0,45900000,Bogotá D.C.,Automática,2013
Sedán,Nissan,Antonio Nariño,Azul,4,Gasolina,128387,Versa,1.6,36800000,Bogotá D.C.,Mecánica,2013
Hatchback,Skoda,Suba,Negro,5,Gasolina,80000,Fabia,1600,33900000,Bogotá D.C.,Mecánica,2013
Sedán,Nissan,Medellín,Gris,4,Gasolina,123000,Versa,1.6,34900000,Antioquia,Mecánica,2013
,Hyundai,Manizales,Blanco,5,Gasolina,131446,Santa Fe,3300,72500000,Caldas,Automática,2013
Hatchback,Renault,Engativa,Blanco,4,Gasolina,89000,Clio,1200,25600000,Bogotá D.C.,Mecánica,2013
Sedán,Toyota,Medellín,Plateado,4,Gasolina,107500,Corolla,1.8,47900000,Antioquia,Automática,2013
Camioneta,Toyota,Suba,Blanco,5,Gasolina,91000,GRJ76,V6,165000000,Bogotá D.C.,Mecánica,2013
Camioneta,Renault,Suba,Negro,5,Diésel,167485,Koleos,2.0,49800000,Bogotá D.C.,Automática,2013
Camioneta,Chevrolet,Engativa,Gris,5,Gasolina,82152,Captiva,2.4,40900000,Bogotá D.C.,Automática,2013
,Hyundai,Usaquén,Gris,3,Gasolina,66000,Veloster,1600,46300000,Bogotá D.C.,Mecánica,2013
,Mercedes-Benz,Usaquén,Azul,4,Gasolina,16000,Clase E,1800,94700000,Bogotá D.C.,Automática,2013
Pick-Up,Ford,Cali,Plateado,2,Gasolina,85000,F-150,3.5,98000000,Valle Del Cauca,Automática,2013
Van,Chevrolet,San Cristobal Sur,Negro,4,Gasolina,99000,Tracker,1600,45000000,Bogotá D.C.,Mecánica,2013
Camioneta,Toyota,Medellín,Blanco,5,Diésel,144000,Prado,3.0,144900000,Antioquia,Automática,2013
Coupé,Renault,Suba,Gris,3,Gasolina,84000,Twingo,1200,21900000,Bogotá D.C.,Mecánica,2013
Sedán,Ford,Engativa,Plateado,4,Gasolina,93651,Focus,2.0,39900000,Bogotá D.C.,Mecánica,2013
Coupé,Hyundai,Cúcuta,Naranja,2,Gasolina,92000,Veloster,1.6,50000000,Norte De Santander,Mecánica,2013
Camioneta,Toyota,Teusaquillo,Rojo,4,Gasolina,75400,Hilux,,124000000,Bogotá D.C.,Mecánica,2013
Coupé,BMW,Usaquén,Rojo,2,Gasolina,44249,M3,4.0,158999999,Bogotá D.C.,Automática,2013
Camioneta,Cadillac,Barranquilla,Blanco,5,Gasolina,80000,Escalade,6.2,200000000,Atlántico,Automática,2013
Camioneta,Volvo,Barrios Unidos,Blanco,5,Gasolina,80000,XC60,3.0,83800000,Bogotá D.C.,Automática,2013
Hatchback,BMW,Suba,Azul,5,Gasolina,80000,Serie 1,1.6,58800000,Bogotá D.C.,Automática,2013
Camioneta,Toyota,Suba,Blanco,5,Gasolina,60500,Prado,4.0,182900000,Bogotá D.C.,Automática,2013
Sedán,Mazda,Suba,Gris,4,Gasolina,139000,3,1.6,41900000,Bogotá D.C.,Mecánica,2013
Pick-Up,Toyota,Tunjuelito,Negro,2,Gasolina,87230,Hilux,2.7,125800000,Bogotá D.C.,Mecánica,2013
,Renault,Engativa,Gris,5,Gasolina,88651,Duster,,42000000,Bogotá D.C.,Mecánica,2013
Hatchback,Fiat,Usaquén,Plateado,5,Gasolina,45000,500,1.4,45800000,Bogotá D.C.,Mecánica,2013
Camioneta,Honda,Barranquilla,Gris,5,Gasolina,68000,CR-V,2.4,55000000,Atlántico,Automática,2013
Coupé,Mini,Suba,Rojo,3,Gasolina,40609,Cooper,1.6,54990000,Bogotá D.C.,Automática,2013
Hatchback,Hyundai,Barrios Unidos,Azul,5,Gasolina,91938,Accent,1.6,42900000,Bogotá D.C.,Mecánica,2013
Coupé,Mercedes-Benz,Cali,Rojo,2,Gasolina,39000,Clase C,6.3,176000000,Valle Del Cauca,Automática,2013
Sedán,Nissan,Suba,Plateado,4,Gasolina,63000,Sentra,1.6,23500000,Bogotá D.C.,Mecánica,2013
,Chevrolet,Funza,Azul,5,Gasolina,52069,Captiva,2400,43000000,Cundinamarca,Automática,2013
,Hyundai,Bucaramanga,Azul,3,Gasolina,90000,Veloster,1600,42000000,Santander,Mecánica,2013
Camioneta,Ford,Cali,Blanco,5,Gasolina,155000,Explorer,3.5,70000000,Valle Del Cauca,Automática,2013
,Mazda,Suba,Blanco,5,Gasolina,111000,3,1600,38500000,Bogotá D.C.,Automática,2013
Sedán,Ford,Bosa,Plateado,4,Gasolina,43810,Fiesta,,35000000,Bogotá D.C.,Automática,2013
Pick-Up,Volkswagen,Teusaquillo,Gris,2,Gasolina,55000,Saveiro,,40000000,Bogotá D.C.,Mecánica,2013
Pick-Up,Nissan,Fusagasugá,Blanco,4,Diésel,151700,Navara,2500,60000000,Cundinamarca,Mecánica,2013
Camioneta,Subaru,Suba,Plateado,5,Gasolina,161000,Outback,,67000000,Bogotá D.C.,Automática,2013
Sedán,Chevrolet,Kennedy,Plateado,4,Gasolina,98000,Sonic,,34000000,Bogotá D.C.,Mecánica,2013
Sedán,Mercedes-Benz,Suba,Plata Diamante,4,Gasolina,60500,Clase C,1600 Turbo,70000000,Bogotá D.C.,Automática,2013
Sedán,Nissan,Suba,Rojo,4,Gasolina,87000,Tiida,1800,31500000,Bogotá D.C.,Mecánica,2013
,Nissan,Facatativá,Negro,5,Gasolina,111730,Tiida,1800,33000000,Cundinamarca,Automática,2013
Coupé,Ford,Zipaquirá,Negro,3,Gasolina,48000,Mustang,5.0,98000000,Cundinamarca,Automática,2013
,Mercedes-Benz,Usaquén,Blanco,4,Gasolina,52800,250,1800,78000000,Bogotá D.C.,Automática,2013
Camioneta,Mercedes-Benz,Suba,Gris,5,Diésel,66894,ML,2200,110900000,Bogotá D.C.,Automática,2013
,Kia,Suba,Plateado,5,Gasolina,93000,NEW SPORTAGE,2000,48900000,Bogotá D.C.,Automática,2013
Camioneta,Hyundai,Suba,Negro,5,Gasolina,130000,TUCSON IX-35,2.0,52800000,Bogotá D.C.,Mecánica,2013
Camioneta,Kia,Usaquén,Negro,5,Gasolina,112500,Sportage,2.0,58000000,Bogotá D.C.,Mecánica,2013
Sedán,Nissan,Engativa,Plateado,4,Gasolina,85000,Versa,1600,35990000,Bogotá D.C.,Automática,2013
Camioneta,Mazda,Martires,Rojo,5,Gasolina,91000,CX-5,,65000000,Bogotá D.C.,Automática,2013
Hatchback,Renault,Suba,Negro,5,Gasolina,112700,Sandero,1.6,31000000,Bogotá D.C.,Mecánica,2013
Camioneta,Mercedes-Benz,Suba,Plateado,5,Gasolina,51500,ML,3500,115000000,Bogotá D.C.,Automática,2013
,Nissan,Suba,Negro,4,Gasolina,82000,Sentra,2000,38000000,Bogotá D.C.,Mecánica,2013
,Chevrolet,Suba,Rojo,5,Gasolina,87800,Spark GT,1200,28800000,Bogotá D.C.,Mecánica,2013
Pick-Up,Ford,Suba,Blanco,2,Diésel,98500,Ranger,2.2,77200000,Bogotá D.C.,Mecánica,2013
,Toyota,Usaquén,Negro,5,Gasolina,132500,Fortuner,2700,105000000,Bogotá D.C.,Automática,2013
Sedán,Chevrolet,Usaquén,Gris,4,Gasolina,45000,Sail,1400,25000000,Bogotá D.C.,Mecánica,2013
Sedán,Kia,Barrios Unidos,Azul,4,Gasolina,91533,Rio,1.4,44900000,Bogotá D.C.,Automática,2013
Camioneta,Toyota,Cali,,5,Gasolina,75300,4Runner,4.0,145000000,Valle Del Cauca,Automática,2013
,BMW,Chapinero,,2,Gasolina,26000,M3,,140000000,Bogotá D.C.,Automática,2013
Camioneta,Ford,Pereira,Plateado,5,Gasolina,142400,Explorer,3.5,74000000,Risaralda,Automática,2013
Sedán,Chevrolet,Medellín,,4,Gasolina,131300,Sonic,1.6,35500000,Antioquia,Mecánica,2013
,Nissan,Villa Del Rosario,Blanco,5,Diésel,170000,Urvan,3.0,65000000,Norte De Santander,Mecánica,2013
Pick-Up,Toyota,Duitama,Gris,2,Diésel,148870,Hilux,3.0,131000000,Boyaca,Mecánica,2013
Sedán,Chevrolet,Zipaquirá,Negro,5,Gasolina,120000,Sonic Sedán,,32000000,Cundinamarca,Automática,2013
Sedán,Chevrolet,Suba,Negro,4,Gasolina,72200,Sail,1400,26700000,Bogotá D.C.,Mecánica,2013
Hatchback,Renault,Suba,Gris,5,Gasolina,119680,Sandero,1.6,27000000,Bogotá D.C.,Mecánica,2013
Sedán,Nissan,Suba,Gris,4,Gasolina,144466,Versa,1600,34500000,Bogotá D.C.,Mecánica,2013
,Chevrolet,Suba,Gris,5,Gasolina,133519,Sonic,1.6,32900000,Bogotá D.C.,Mecánica,2013
Camioneta,BMW,La Calera,Azul,5,Gasolina,52000,X5,3.0,99000000,Cundinamarca,Automática,2013
Hatchback,Kia,Suba,Negro,5,Gasolina,86528,Rio,1.4,43000000,Bogotá D.C.,Automática,2013
Sedán,BMW,Chapinero,Negro,4,Gasolina,55500,Serie 3,2.0,83000000,Bogotá D.C.,Automática,2013
Camioneta,Land Rover,Suba,Blanco,5,Gasolina,77000,Evoque,2.0,105990000,Bogotá D.C.,Automática,2013
Hatchback,Kia,Medellín,Gris,5,Gasolina,92000,CERATO FORTE,1.6,38900000,Antioquia,Mecánica,2013
,Toyota,Barrios Unidos,Plateado,4,Diésel,85000,Hilux,,135000000,Bogotá D.C.,Automática,2013
Sedán,Kia,Engativa,Azul,4,Gasolina,77000,Rio,1.4,36200000,Bogotá D.C.,Mecánica,2013
Hatchback,Volkswagen,Engativa,Negro,5,Gasolina,84000,Gol,1.6,30900000,Bogotá D.C.,Mecánica,2013
Sedán,Chevrolet,Cali,Gris,4,Gasolina,116132,Optra,1.6,26000000,Valle Del Cauca,Mecánica,2013
Sedán,Chevrolet,Cali,Negro,4,Gasolina,105702,Sonic,"1,598",32000000,Valle Del Cauca,Mecánica,2013
Camioneta,BMW,Cali,Negro,5,Diésel,78878,X5,"78,878",97000000,Valle Del Cauca,Automática,2013
Pick-Up,Chevrolet,Armenia,,4,Diésel,125000,LUV,3.0,70000000,Quindio,Mecánica,2013
Pick-Up,Toyota,Cali,Blanco,2,Diésel,132000,Hilux,2.5,125000000,Valle Del Cauca,Mecánica,2013
Camioneta,Kia,Cali,,5,Gasolina,75000,Sportage,2.0,64000000,Valle Del Cauca,Mecánica,2013
Camioneta,Nissan,Bucaramanga,,5,Gasolina,130000,Juke,1.6,50800000,Santander,Mecánica,2013
Camioneta,Brilliance,San Gil,,5,Gasolina,67000,V5,1.5,35990000,Santander,Automática,2013
,Ford,Usaquén,,4,Gasolina,87,Explorer escape Edge,,63500000,Bogotá D.C.,Automática,2013
Coupé,BMW,Cali,,2,Gasolina,45000,M3,4.0,160000000,Valle Del Cauca,Automática,2013
Sedán,Audi,Ibagué,,4,Gasolina,103000,A4,1.8,52000000,Tolima,Mecánica,2013
Camioneta,Ford,Usaquén,,5,Gasolina,12,Explorer,3.5,63500000,Bogotá D.C.,Automática,2013
Camioneta,Renault,Usaquén,Gris,5,Gasolina,70000,Duster,2.0,48500000,Bogotá D.C.,Automática,2013
Sedán,Volvo,Duitama,Blanco,4,Gasolina,38000,S60,gasolina,67000000,Boyaca,Automática,2013
Camioneta,Toyota,Medellín,,5,Diésel,173000,Prado,3.0,143200000,Antioquia,Mecánica,2013
Hatchback,Volkswagen,Usaquén,,5,Gasolina,88000,Crossfox,1.6,39900000,Bogotá D.C.,Mecánica,2013
Camioneta,Ford,Barrios Unidos,Negro,5,Gasolina,94000,Edge,3.5,56000000,Bogotá D.C.,Automática,2013
Hatchback,Chevrolet,Cali,Gris,5,Gasolina,165000,Spark GT,1200,27500000,Valle Del Cauca,Mecánica,2013
Coupé,Kia,Medellín,,2,Gasolina,124000,CERATO KOUP,1600,37000000,Antioquia,Mecánica,2013
Sedán,Volkswagen,Tunjuelito,,4,Gasolina,80000,Jetta,1.8,38500000,Bogotá D.C.,Mecánica,2013
Camioneta,Kia,Suba,Rojo,5,Diésel,71000,Sportage,2.0,62400000,Bogotá D.C.,Mecánica,2013
Hatchback,Suzuki,Medellín,Gris,5,Gasolina,90000,Alto,1.0,19000000,Antioquia,Mecánica,2013
Camioneta,Kia,Cali,Negro,5,Diésel,86100,Sportage,2.0,66000000,Valle Del Cauca,Mecánica,2013
Camioneta,Toyota,Barranquilla,Plateado,5,Gasolina,124000,4Runner,4.0,138000000,Atlántico,Automática,2013
Camioneta,Hyundai,Suba,Gris,5,Gasolina,81514,Santa Fe,,81990000,Bogotá D.C.,Automática,2013
,Volkswagen,Valledupar,,5,Gasolina,127000,Jetta,,35000000,Cesar,Mecánica,2013
Camioneta,Kia,Cali,Gris,5,Gasolina,100496,Sportage,2.4,70000000,Valle Del Cauca,Automática,2013
Camioneta,Kia,Pereira,,5,Gasolina,110,Sportage,2.0,62500000,Risaralda,Mecánica,2013
Furgón,Chevrolet,Valledupar,,2,Gasolina,151653,N300,1.2,33000000,Cesar,Mecánica,2013
Pick-Up,Nissan,Bucaramanga,Blanco,4,Gasolina,85000,Frontier,2.4,49500000,Santander,Mecánica,2013
,Chevrolet,Pereira,,2,Diésel,130000,luv dmax 3000,,92900000,Risaralda,Mecánica,2013
Sedán,Ford,Villavicencio,,4,Gasolina,67500,Focus,2.0,43000000,Meta,Mecánica,2013
,Chevrolet,Valledupar,,5,Gasolina,112512,SPARK LIFE,,22000000,Cesar,Mecánica,2013
Hatchback,Mini,Teusaquillo,,5,Gasolina,46500,Cooper,1.6,95000000,Bogotá D.C.,Mecánica,2013
Coupé,Porsche,Usaquén,Blanco,2,Gasolina,44500,Boxster,3.4,244500000,Bogotá D.C.,Automática,2013
Sedán,Mercedes-Benz,Chía,Blanco,4,Gasolina,58900,Clase C,1.8,88900000,Cundinamarca,Automática,2013
Sedán,Ford,Medellín,,4,Gasolina,119000,Fiesta,1.6,34500000,Antioquia,Automática,2013
Pick-Up,Toyota,Barranquilla,Blanco,4,Diésel,160000,Hilux 4x4 Diésel MT,2500,86000000,Atlántico,Mecánica,2013
Camioneta,Ford,Santa Marta (Distrito Turistico Cultural E Historico),,5,Gasolina,89000,Escape,2.0,56000000,Magdalena,Mecánica,2013
Camioneta,Toyota,Pereira,Blanco,5,Diésel,190000,Prado,3.0,175000000,Risaralda,Automática,2013
,Hyundai,Suba,Negro,4,Gasolina,121000,TUCSON IX-35,,57900000,Bogotá D.C.,Automática,2013
Sedán,Hyundai,Palmira,,4,Gasolina,131000,Accent,1.6,32000000,Valle Del Cauca,Mecánica,2013
Camioneta,Kia,Medellín,,5,Gasolina,138000,Sportage,2.4,66500000,Antioquia,Automática,2013
Camioneta,Hyundai,Popayán,Gris,5,Diésel,105000,TUCSON IX-35,2.0,57000000,Cauca,Mecánica,2013
,Mercedes-Benz,Cali,,2,Gasolina,52000,200,,90000000,Valle Del Cauca,Automática,2013
,Ford,Barrios Unidos,,5,Gasolina,96000,Edge,,60500000,Bogotá D.C.,Automática,2013
Sedán,Audi,Usaquén,,4,Gasolina,66300,A4,1.8,52000000,Bogotá D.C.,Mecánica,2013
Hatchback,Ford,Medellín,,5,Gasolina,140000,Fiesta,1.6,36500000,Antioquia,Mecánica,2013
Hatchback,Renault,Medellín,,5,Gasolina,115000,Sandero,1.6,27900000,Antioquia,Mecánica,2013
,Kia,Kennedy,,4,Gasolina,64000,Rio,,38900000,Bogotá D.C.,Mecánica,2013
Camioneta,Ford,Chapinero,,5,Gasolina,87000,Escape,2.0,61200000,Bogotá D.C.,Mecánica,2013
Coupé,Hyundai,Medellín,,3,Gasolina,111500,Veloster,1.6,46900000,Antioquia,Mecánica,2013
,Chevrolet,Medellín,,5,Gasolina,97800,Spark GT,1.2,30500000,Antioquia,Mecánica,2013
Hatchback,Chevrolet,Floridablanca,Gris,5,Gasolina,128000,Sail,,25000000,Santander,Mecánica,2013
Camioneta,BMW,Medellín,Gris,5,Diésel,107000,X5,3.0,94900000,Antioquia,Automática,2013
Camioneta,Renault,Puente Aranda,Rojo,5,Gasolina,117278,Duster,1.6,39000000,Bogotá D.C.,Mecánica,2013
Hatchback,Renault,Usaquén,,5,Gasolina,82000,Twingo,1.2,21900000,Bogotá D.C.,Mecánica,2013
Camioneta,Renault,Suba,Gris,4,Gasolina,98598,Duster,,43900000,Bogotá D.C.,Automática,2013
Sedán,Volkswagen,Barranquilla,Negro,4,Gasolina,113500,Jetta,2.0,37000000,Atlántico,Automática,2013
Camioneta,Audi,Chapinero,Negro,5,Diésel,77000,Q5,2.0,75900000,Bogotá D.C.,Automática,2013
Sedán,Volkswagen,Suba,,4,Gasolina,90000,Jetta,2.0,37000000,Bogotá D.C.,Mecánica,2013
,Chevrolet,Barranquilla,,5,Gasolina,168530,Spark GT,,25500000,Atlántico,Mecánica,2013
Hatchback,Ford,Usaquén,Gris,5,Gasolina,86000,Fiesta,1.6,34500000,Bogotá D.C.,Mecánica,2013
Camioneta,Dodge,Suba,Negro,5,Gasolina,83800,Journey,2.4,46500000,Bogotá D.C.,Automática,2013
,Renault,Puente Aranda,,5,Gasolina,75000,Clio,,23800000,Bogotá D.C.,Mecánica,2013
Sedán,Volkswagen,Suba,Negro,4,Gasolina,83500,Jetta,,46900000,Bogotá D.C.,Automática,2013
Hatchback,Renault,Engativa,Rojo,5,Gasolina,98000,Clio,1.2,23400000,Bogotá D.C.,Mecánica,2013
,Renault,Usaquén,Plata,3,Gasolina,40000,Twingo,,26900000,Bogotá D.C.,Mecánica,2013
Pick-Up,Toyota,Medellín,,2,Diésel,206000,Hilux,2.5,93500000,Antioquia,Mecánica,2013
Camioneta,Hyundai,Cali,Gris,5,Diésel,120000,TUCSON IX-35,2.0,55000000,Valle Del Cauca,Mecánica,2013
Camioneta,Ford,Sabaneta,,5,Gasolina,45000,Ecosport 2,2.0,51900000,Antioquia,Mecánica,2013
Camioneta,Toyota,Bucaramanga,,5,Diésel,129000,Prado,3.0,160500000,Santander,Mecánica,2013
Camioneta,Toyota,Bucaramanga,Plateado,5,Diésel,145000,Prado,3.0,147000000,Santander,Mecánica,2013
Camioneta,Ford,Sabaneta,,5,Gasolina,77000,Explorer,3.5,78000000,Antioquia,Automática,2013
Pick-Up,Ford,Cúcuta,,2,Diésel,110000,Ranger,2.2,77500000,Norte De Santander,Mecánica,2013
Pick-Up,Toyota,Bucaramanga,,2,Gasolina,130000,Hilux,2.7,124000000,Santander,Mecánica,2013
Station Wagon,Audi,Engativa,Negro,5,Diésel,115000,Q5,2.0,74000000,Bogotá D.C.,Automática,2013
Camioneta,Toyota,Medellín,Negro,5,Gasolina,65800,Fortuner,2.7,93000000,Antioquia,Automática,2013
Camioneta,Kia,Barranquilla,Plateado,5,Gasolina,125000,Carens,2.0,48500000,Atlántico,Mecánica,2013
Hatchback,MG,Fontibón,Blanco,5,Gasolina,108000,3,1.3,26000000,Bogotá D.C.,Mecánica,2013
Sedán,Suzuki,Usaquén,,4,Gasolina,67000,Kizashi,2.4,41990000,Bogotá D.C.,Mecánica,2013
Sedán,Volkswagen,Suba,Rojo,4,Gasolina,72000,Jetta,1.8,41500000,Bogotá D.C.,Automática,2013
,Toyota,Barrios Unidos,Gris,5,Diésel,135477,Prado Tx,,150000000,Bogotá D.C.,Automática,2013
,Chevrolet,Engativa,,5,Gasolina,90600,D-Max,,60800000,Bogotá D.C.,Mecánica,2013
,Nissan,Pereira,Blanco,5,Gasolina,85517,Tiida,1800,33500000,Risaralda,Mecánica,2013
Hatchback,Hyundai,Cali,,5,Gasolina,115200,Accent,1.6,38500000,Valle Del Cauca,Mecánica,2013
Camioneta,Toyota,Cali,,5,Diésel,80000,Land Cruiser,4.5,280000000,Valle Del Cauca,Mecánica,2013
Camioneta,Ford,Jamundí,Negro,5,Gasolina,125000,Explorer,3.5,78900000,Valle Del Cauca,Automática,2013
Coupé,BMW,Chía,Gris,2,Gasolina,42000,Serie 3,2.5,85000000,Cundinamarca,Automática,2013
Coupé,Mercedes-Benz,Teusaquillo,Plateado,2,Gasolina,53000,Clase C,6.3,160000000,Bogotá D.C.,Automática,2013
Station Wagon,Volkswagen,Medellín,Gris,4,Gasolina,71000,Gol,1.6,34900000,Antioquia,Mecánica,2013
Camioneta,Renault,Envigado,Blanco,5,Gasolina,159000,Duster,2.0,38000000,Antioquia,Mecánica,2013
Camioneta,Chevrolet,Yopal,Gris,5,Gasolina,110835,Tracker,1.8,43490000,Casanare,Automática,2013
Hatchback,Fiat,Medellín,Azul,5,Gasolina,105251,500,1.4,34000000,Antioquia,Mecánica,2013
Camioneta,Ford,Manizales,Rojo,5,Gasolina,112000,Escape,2.0,54000000,Caldas,Mecánica,2013
Pick-Up,Toyota,Suba,Blanco,2,Diésel,135000,Hilux,2.5,98000000,Bogotá D.C.,Mecánica,2013
Hatchback,Volkswagen,Medellín,,5,Gasolina,103000,Gol,1.6,29500000,Antioquia,Automática,2013
Camioneta,Ford,Suba,Verde,5,Gasolina,109000,Edge,3.5,63900000,Bogotá D.C.,Automática,2013
Pick-Up,Toyota,Apartadó,Blanco,4,Diésel,161000,Hilux,3.0,118000000,Antioquia,Mecánica,2013
Sedán,Hyundai,Suba,,4,Gasolina,107300,Elantra,1.8,49900000,Bogotá D.C.,Mecánica,2013
Camioneta,Ford,Pereira,,5,Gasolina,128000,Escape,2.0,63000000,Risaralda,Mecánica,2013
Pick-Up,Toyota,Barranquilla,Blanco,4,Diésel,160000,Hilux,2.5,86000000,Atlántico,Mecánica,2013
Camioneta,Fiat,Medellín,Gris,5,Gasolina,125000,Palio Adventure,1.6,32000000,Antioquia,Mecánica,2013
Camioneta,Renault,Medellín,Gris,5,Gasolina,70200,Duster,2000,48500000,Antioquia,Automática,2013
,BMW,Medellín,,2,Gasolina,74600,Serie 4,,90000000,Antioquia,Automática,2013
Camioneta,Ford,Chía,Blanco,5,Gasolina,92700,Escape,2.0,61000000,Cundinamarca,Mecánica,2013
Camioneta,Toyota,Usaquén,Blanco,5,Diésel,131000,Land Cruiser,v8 diesel,244900000,Bogotá D.C.,Automática,2013
Coupé,Renault,Usaquén,Gris,3,Gasolina,38000,Twingo,1.2,26880000,Bogotá D.C.,Mecánica,2013
Camioneta,BMW,Medellín,Plateado,5,Diésel,100308,X5,3000,95000000,Antioquia,Automática,2013
Hatchback,Renault,Medellín,Gris,5,Gasolina,89809,Stepway,1.6,37400000,Antioquia,Mecánica,2013
Sedán,Suzuki,Suba,Gris,4,Gasolina,95000,Kizashi,2.4,42500000,Bogotá D.C.,Automática,2013
Camioneta,Toyota,Barranquilla,Plateado,5,Diésel,155000,Prado,3.0,155000000,Atlántico,Automática,2013
Coupé,Mini,Suba,Rojo,2,Gasolina,66000,Cooper S,1600cc Turbo,60800000,Bogotá D.C.,Mecánica,2013
Camioneta,Toyota,Bucaramanga,Plateado,5,Gasolina,135000,Fortuner,2.7,92000000,Santander,Mecánica,2013
Camioneta,Ford,Suba,Blanco,5,Gasolina,74000,Explorer,3.5,81900000,Bogotá D.C.,Automática,2013
Camioneta,Ford,Suba,Plateado,5,Gasolina,93000,Edge,3.5,60900000,Bogotá D.C.,Automática,2013
Camioneta,Renault,Suba,Negro,5,Gasolina,79000,Duster,1.6,42000000,Bogotá D.C.,Mecánica,2013
Pick-Up,Volkswagen,Suba,Plateado,4,Diésel,84000,Amarok,,75900000,Bogotá D.C.,Mecánica,2013
Pick-Up,Toyota,Usaquén,,2,Diésel,66204,Hilux,3.0,133000000,Bogotá D.C.,Mecánica,2013
Camioneta,BMW,Barranquilla,Gris,5,Gasolina,79000,X3,2.0,69900000,Atlántico,Automática,2013
Camioneta,Toyota,Armenia,Gris,5,Gasolina,79500,Fortuner,2.7,96000000,Quindio,Mecánica,2013
Hatchback,Mercedes-Benz,Chía,,5,Gasolina,78000,Clase B,1.6,57000000,Cundinamarca,Automática,2013
Camioneta,Toyota,Suba,Azul,5,Gasolina,115000,Prado,2.7,125900000,Bogotá D.C.,Mecánica,2013
,MG,Suba,Plateado,5,Gasolina,122783,550,1.8,35800000,Bogotá D.C.,Automática,2013
Camioneta,Audi,Usaquén,Azul,4,Gasolina,100816,Q5,2000,69900000,Bogotá D.C.,Automática,2013
Sedán,Kia,Suba,Plateado,4,Gasolina,76378,CERATO FORTE,1.6,41800000,Bogotá D.C.,Automática,2013
Sedán,Volkswagen,Usaquén,,4,Gasolina,44000,Jetta,2.0,40000000,Bogotá D.C.,Mecánica,2013
Hatchback,Kia,Cali,Gris,5,Gasolina,119000,Rio,1.4,40500000,Valle Del Cauca,Automática,2013
Hatchback,BMW,Suba,Rojo,5,Gasolina,109,Serie 1,1.6,56800000,Bogotá D.C.,Mecánica,2013
Sedán,Audi,Teusaquillo,Gris,4,Gasolina,70000,A6,2.0,65000000,Bogotá D.C.,Automática,2013
Hatchback,Mercedes-Benz,Medellín,Negro,5,Gasolina,65900,200,1600,60900000,Antioquia,Automática,2013
Hatchback,Mini,Engativa,Gris,5,Gasolina,76163,Countryman,1.6,65500000,Bogotá D.C.,Automática,2013
,Mercedes-Benz,Suba,Negro,3,Gasolina,83579,C 180 Coupe,1.6,89500000,Bogotá D.C.,Automática,2013
Camioneta,Toyota,Barranquilla,Plateado,5,Gasolina,124000,4Runner,4.0,145000000,Atlántico,Automática,2013
Camioneta,Ford,Engativa,Rojo,5,Gasolina,120000,Edge,3.5,60900000,Bogotá D.C.,Automática,2013
Sedán,Volkswagen,Engativa,Rojo,4,Gasolina,87600,Jetta,2.0,38500000,Bogotá D.C.,Automática,2013
Camioneta,Ssangyong,Usaquén,Gris,5,Diésel,68500,Korando,2.0,44500000,Bogotá D.C.,Mecánica,2013
Sedán,MG,Suba,Negro,5,Gasolina,86327,550,1.8,35500000,Bogotá D.C.,Automática,2013
Camioneta,Ssangyong,Suba,Gris,5,Gasolina,81000,Korando,2.0,49900000,Bogotá D.C.,Mecánica,2013
Pick-Up,Nissan,Kennedy,Plateado,4,Gasolina,92509,Frontier,2.5,69000000,Bogotá D.C.,Mecánica,2013
,Ford,Engativa,Blanco,4,Diésel,212000,Ranger,2500,60000000,Bogotá D.C.,Mecánica,2013
Sedán,Hyundai,Medellín,Gris,4,Gasolina,96000,I25,1.4,38900000,Antioquia,Mecánica,2013
